recipe_id,recipe_name,receipe_alt_name,instructions,section id,section_name,ingrediant_row_id,ingrediant_id,ingrediant_name,ingrediant_qty,measure_unit,pack_type,pack_qty,to_order_unit_qty
29,עוף קונג פאו,,tbd,1,מנה,430,151,MSG,1,גרם,גרם,10,0.1
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,2,האש בראון,107,1,אבקת אפייה,2.5,גרם,אריזה,10,0.25
20,שרימפס פריך ברוטב גריביש,,tbd,2,ציפוי,260,1,אבקת אפייה,3,גרם,אריזה,10,0.3
15,טארט בורדלו,Tarte Bourdaloue,tbd,2,בצק,191,2,אבקת סוכר,40,גרם,אריזה,100,0.4
16,טארט לימון,,tbd,2,בצק,209,2,אבקת סוכר,40,גרם,אריזה,100,0.4
15,טארט בורדלו,Tarte Bourdaloue,tbd,3,מלית,196,2,אבקת סוכר,100,גרם,אריזה,100,1
33,מוס שוקולד,,tbd,2,מרנג,472,2,אבקת סוכר,200,גרם,אריזה,100,2
47,ואשראן,,tbd,1,מרנג,663,2,אבקת סוכר,180,גרם,אריזה,100,1.8
15,טארט בורדלו,Tarte Bourdaloue,tbd,3,מלית,197,3,אבקת שקדים,100,גרם,אריזה,100,1
8,ביצים בנוסח פלורנטין,,tbd,2,בורנאי: בשמל + פרמז׳ן,96,4,אגוז מוסקט,1,קורט,אריזה,50,0.02
14,קיש לוריין,Quiche Lorraine,tbd,3,מלית,187,4,אגוז מוסקט,1,קורט,אריזה,50,0.02
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,2,מלית,488,4,אגוז מוסקט,1,גרם,אריזה,50,0.02
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,1,מתכון,540,4,אגוז מוסקט,1,גרם,אריזה,50,0.02
12,סלט ירוק עם ויניגרט עשבים,,tbd,1,מתכון,144,5,אגוזי פקאן קלויים,50,גרם,אריזה,100,0.5
12,סלט ירוק עם ויניגרט עשבים,,tbd,1,מתכון,143,6,אגס,2,יחידה,יחידה,1,2
15,טארט בורדלו,Tarte Bourdaloue,tbd,4,אגסים בסירופ,201,6,אגס,3,יחידה,יחידה,1,3
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,3,סלט,626,165,אורוגולה,8,עלה,אריזה,200,0.04
13,סלט מג׳דרה,,tbd,2,אורז,160,7,אורז בסמטי,100,גרם,אריזה,1000,0.1
30,אורז יסמין,,"מרתיחים מים בסיר
מכניסים אורז, מערבבים, מכסים.
מבשלים על אש קטנה מאוד ל20 דקות.
מורידים מהאש, מערבבים ומכסים ונותנים לנוח כמה דקות.",1,מתכון,431,152,אורז יסמין,200,גרם,אריזה,1000,0.2
31,ריזוטו לבן עם פטריות,,tbd,1,ריזוטו,435,153,אורז ריזוטו,100,גרם,אריזה,1000,0.1
32,ריזוטו אדום עם קלמרי,,tbd,1,מתכון,454,156,אורז ריזוטו,100,גרם,אריזה,1000,0.1
21,ספרינג רול ויאטנמי,,tbd,2,מלית,278,8,אטריות שעועית,50,גרם,אריזה,250,0.2
15,טארט בורדלו,Tarte Bourdaloue,tbd,3,מלית,199,9,אמרטו,10,גרם,בקבוק,750,0.01333333333
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,1,מתכון,362,10,אנטריקוט,250,גרם,במשקל,250,1
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,132,11,אנשובי,2,יחידה,אריזה,60,0.03333333333
24,פילה בקר בחוט,,tbd,1,מתכון,338,12,אספרגוס,2,יחידה,יחידה,1,2
36,פטוצ׳יני חציר וקש,,tbd,1,מתכון,519,166,אפונה,100,גרם,אריזה,200,0.5
32,ריזוטו אדום עם קלמרי,,tbd,1,מתכון,462,162,אפונה מבושלת,40,גרם,אריזה,200,0.2
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,2,הגשה,545,167,אפונת שלג,7,יחידה,אריזה,200,0.035
22,סלט שרימפס ופומלה,,tbd,2,סלט,305,13,בוטנים טבעיים,4,כף,אריזה,100,0.04
28,עוף בקארי מאסמן,,tbd,1,מתכון,400,142,בוטנים קלויים,2,גרם,אריזה,100,0.02
28,עוף בקארי מאסמן,,tbd,2,הגשה,411,144,בוטנים קלויים,5,גרם,אריזה,100,0.05
29,עוף קונג פאו,,tbd,1,מנה,426,159,בוטנים קלויים,70,גרם,אריזה,100,0.7
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,1,14,בורגול דק,30,גרם,אריזה,500,0.06
2,רטטוי,Ratatouille,tbd,1,מתכון,28,15,בזיליקום,1,גבעול,צרור,20,0.05
8,ביצים בנוסח פלורנטין,,tbd,2,בורנאי: בשמל + פרמז׳ן,100,15,בזיליקום,1,גבעול,צרור,20,0.05
21,ספרינג רול ויאטנמי,,tbd,4,הגשה,294,16,בזיליקום תאילנדי,10,גבעול,צרור,20,0.5
40,ביף בורגיניון,,tbd,4,תוספות,572,17,בייקון,40,גרם,במשקל,100,0.4
36,פטוצ׳יני חציר וקש,,tbd,1,מתכון,520,17,בייקון,70,גרם,במשקל,100,0.7
14,קיש לוריין,Quiche Lorraine,tbd,3,מלית,180,17,בייקון,100,גרם,במשקל,100,1
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,4,בייקון בקרמל,116,17,בייקון,200,גרם,במשקל,200,1
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,2,האש בראון,105,18,ביצה,1,יחידה,מגש,12,0.08333333333
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,128,18,ביצה,1,יחידה,מגש,12,0.08333333333
15,טארט בורדלו,Tarte Bourdaloue,למתכון 35 גרם ביצה,2,בצק,192,18,ביצה,1,יחידה,מגש,12,0.08333333333
15,טארט בורדלו,Tarte Bourdaloue,למתכון - 60 גרם ביצה,3,מלית,200,18,ביצה,1,יחידה,מגש,12,0.08333333333
16,טארט לימון,,למתכון 35 גרם ביצה,2,בצק,210,18,ביצה,1,יחידה,מגש,12,0.08333333333
16,טארט לימון,,במתכון - 1 חלמון (בנוסף לביצים אם יש),3,מלית,215,18,ביצה,1,יחידה,מגש,12,0.08333333333
20,שרימפס פריך ברוטב גריביש,,במתכון - 1 חלמון (בנוסף לביצים אם יש),3,מיונז,262,18,ביצה,1,יחידה,מגש,12,0.08333333333
34,טורטליני דלעת צלויה בחמאת מרווה,,במתכון חלמון אחד,2,מלית,485,18,ביצה,1,יחידה,מגש,12,0.08333333333
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,3,מלית,507,18,ביצה,1,יחידה,מגש,12,0.08333333333
46,ביף וולינגטון,,tbd,1,מתכון,632,18,ביצה,1,יחידה,מגש,12,0.08333333333
8,ביצים בנוסח פלורנטין,,tbd,1,מתכון,87,18,ביצה,2,יחידה,מגש,12,0.1666666667
10,קרם קרמל,,tbd,1,מתכון,123,18,ביצה,2,יחידה,מגש,12,0.1666666667
14,קיש לוריין,Quiche Lorraine,tbd,3,מלית,183,18,ביצה,2,יחידה,מגש,12,0.1666666667
16,טארט לימון,,tbd,3,מלית,216,18,ביצה,2,יחידה,מגש,12,0.1666666667
33,מוס שוקולד,,במתכון - 2 חלמונים (בנוסף לביצים אם יש),1,מתכון,468,18,ביצה,2,יחידה,מגש,12,0.1666666667
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,1,בצק פסטה,477,18,ביצה,2,יחידה,מגש,12,0.1666666667
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,2,בצק פסטה ירוק,501,18,ביצה,2,יחידה,מגש,12,0.1666666667
37,בצק רבוך,,tbd,1,מתכון,529,18,ביצה,2,יחידה,מגש,12,0.1666666667
39,ניוקי פריזאי עם ירקות ירוקים,,במתכון ביצה + חלמון,1,מתכון,543,18,ביצה,2,יחידה,מגש,12,0.1666666667
46,ביף וולינגטון,,במתכון ביצה + חלמון,3,קרפ,642,18,ביצה,2,יחידה,מגש,12,0.1666666667
24,פילה בקר בחוט,,במתכון - 3 חלמונים (בנוסף לביצים אם יש),2,רוטב ברנייז Bearnaise,340,18,ביצה,3,יחידה,מגש,12,0.25
38,פחזניות עם קרם דיפלומט,,במתכון 3 חלמונים,2,קרם דיפלומט,534,18,ביצה,3,יחידה,מגש,12,0.25
10,קרם קרמל,,במתכון - 4 חלמונים (בנוסף לביצים אם יש),1,מתכון,122,18,ביצה,4,יחידה,מגש,12,0.3333333333
33,מוס שוקולד,,במתכון - 240 גרם חלבון (בנוסף לביצים אם יש),1,מתכון,466,18,ביצה,4,יחידה,מגש,12,0.3333333333
33,מוס שוקולד,,במתכון - 200 גרם חלבון (בנוסף לביצים אם יש),2,מרנג,470,18,ביצה,4,יחידה,מגש,12,0.3333333333
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,1,מתכון,101,18,ביצה,6,יחידה,מגש,12,0.5
7,ביצים מקושקשות,Oeufs Bruilles,tbd,1,מתכון,81,18,ביצה,12,יחידה,מגש,12,1
17,קרם ברולה,Creme Brulee,במתכון - 240 גרם חלמון (בנוסף לביצים אם יש),1,מתכון,221,18,ביצה,12,יחידה,מגש,12,1
41,סופלה פרלינה עם רוטב קרמל מלוח,,במתכון 6 ביצים + 6 חלמונים,1,מתכון,580,18,ביצה,12,יחידה,מגש,12,1
20,שרימפס פריך ברוטב גריביש,,tbd,4,גריביש,268,19,ביצה קשה,1,יחידה,מגש,12,0.08333333333
22,סלט שרימפס ופומלה,,tbd,2,סלט,303,20,ביצת שליו,12,יחידה,מגש,20,0.6
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,2,רוטב,369,21,בצל,0.25,יחידה,יחידה,1,0.25
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,1,רוטב,229,21,בצל,0.5,יחידה,יחידה,1,0.5
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,615,21,בצל,0.5,יחידה,יחידה,1,0.5
1,סלט בורגול ועשבים,טבולה,tbd,1,מתכון,4,21,בצל,1,יחידה,יחידה,1,1
2,רטטוי,Ratatouille,tbd,1,מתכון,17,21,בצל,1,יחידה,יחידה,1,1
4,מרק קרם שורשים,,tbd,1,מתכון,44,21,בצל,1,יחידה,יחידה,1,1
6,ריבולטה,Ribollita,tbd,1,מתכון,70,21,בצל,1,יחידה,יחידה,1,1
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,2,האש בראון,104,21,בצל,1,יחידה,יחידה,1,1
19,ציר דגים 2.5 ליטר,Fumet de Possions,tbd,1,מתכון,243,21,בצל,1,יחידה,יחידה,1,1
40,ביף בורגיניון,,tbd,2,רוטב,555,21,בצל,1,יחידה,יחידה,1,1
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,31,21,בצל,2,יחידה,יחידה,1,2
13,סלט מג׳דרה,,tbd,1,מתכון,156,21,בצל,2,יחידה,יחידה,1,2
25,ציר בקר 6 ליטר,,tbd,1,מתכון,351,21,בצל,2,יחידה,יחידה,1,2
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,320,21,בצל,3,יחידה,יחידה,1,3
24,פילה בקר בחוט,,tbd,1,מתכון,339,22,בצל ירוק,3,גבעול,צרור,10,0.3
29,עוף קונג פאו,,tbd,1,מנה,424,22,בצל ירוק,4,גבעול,צרור,10,0.4
44,טארט תפוחים,,tbd,1,מתכון,602,168,בצק עלים,200,גרם,במשקל,1000,0.2
43,טארט טאטן קלאסי,,tbd,1,מתכון,597,168,בצק עלים,250,גרם,במשקל,1000,0.25
46,ביף וולינגטון,,tbd,1,מתכון,631,168,בצק עלים,500,גרם,במשקל,1000,0.5
50,פסטה גרידת לימון,,פסטה - לפי מתכון בצק לפסטה,1,מתכון,700,,בצק פסטה,400,גרם,,,
36,פטוצ׳יני חציר וקש,,tbd,1,מתכון,516,169,בצק פסטה ירוק,20,גרם,במשקל,1000,0.02
36,פטוצ׳יני חציר וקש,,tbd,1,מתכון,517,170,בצק פסטה לבן,20,גרם,במשקל,1000,0.02
38,פחזניות עם קרם דיפלומט,,tbd,1,מתכון,531,171,בצק רבוך,340,גרם,במשקל,1000,0.34
40,ביף בורגיניון,,tbd,2,רוטב,553,172,ברנדי,2,כף,בקבוק,750,0.002666666667
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,2,צ׳אטני,682,148,ג׳ינג׳ר,0.5,כפית,יחידה,1,0.5
29,עוף קונג פאו,,במתכון 10 פרוסות,1,מנה,425,148,ג׳ינג׳ר,1,יחידה,יחידה,1,1
27,פנה קוטה עם פירות אדומים,,tbd,1,פנה קוטה,389,23,ג׳לטין,2,גרם,אריזה,100,0.02
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,2,רוטב,370,24,גזר,0.25,יחידה,יחידה,1,0.25
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,1,רוטב,228,24,גזר,0.5,יחידה,יחידה,1,0.5
6,ריבולטה,Ribollita,tbd,1,מתכון,71,24,גזר,1,יחידה,יחידה,1,1
21,ספרינג רול ויאטנמי,,למתכון - 30 גרם גזר,2,מלית,279,24,גזר,1,יחידה,יחידה,1,1
40,ביף בורגיניון,,tbd,2,רוטב,554,24,גזר,1,יחידה,יחידה,1,1
40,ביף בורגיניון,,tbd,4,תוספות,571,24,גזר,1,יחידה,יחידה,1,1
46,ביף וולינגטון,,במתכון 50 גרם גזר+סלרי+שום,4,רוטב,650,24,גזר,1,יחידה,יחידה,1,1
3,ציר עוף 5.5 ליטר,Fond Blanc de Vollaille,tbd,1,מתכון,33,24,גזר,2,יחידה,יחידה,1,2
24,פילה בקר בחוט,,tbd,1,מתכון,336,24,גזר,2,יחידה,יחידה,1,2
25,ציר בקר 6 ליטר,,tbd,1,מתכון,350,24,גזר,3,יחידה,יחידה,1,3
23,פוט או פה (סיר על האש),Pot au Feu,tbd,1,מתכון,324,24,גזר,5,יחידה,יחידה,1,5
46,ביף וולינגטון,,tbd,4,רוטב,648,173,גידים מניקוי הבשר,20,גרם,במשקל,1000,0.02
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,61,25,גלנגל,1,יחידה,אריזה,40,0.025
13,סלט מג׳דרה,,tbd,1,מתכון,157,26,גפרורי שקדים,2,גרם,אריזה,100,0.02
33,מוס שוקולד,,במתכון - גפרורי שקדים קלויים,2,מרנג,474,26,גפרורי שקדים,10,גרם,אריזה,100,0.1
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,2,רוטב,378,27,גרגירי פלפל ירוק כבוש,0.5,כפית,צנצנת,50,0.01
15,טארט בורדלו,Tarte Bourdaloue,tbd,2,בצק,194,28,גרידת לימון,0.5,כפית,יחידה,1,0.5
16,טארט לימון,,tbd,2,בצק,212,28,גרידת לימון,0.5,כפית,יחידה,1,0.5
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,3,רוטב,495,174,גרעיני דלעת קלויים,10,גרם,אריזה,100,0.1
49,חזה אווז וכבד עם כרוב סגול,,tbd,2,כרוב,697,175,גרעיני ערער,5,גרגרים,יחידה,1,5
12,סלט ירוק עם ויניגרט עשבים,,tbd,2,רוטב,148,29,דבש,2,כף,צנצנת,400,0.005
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,1,רוטב,224,30,דג דניס שלם,1,יחידה,יחידה,1,1
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,2,מלית,482,176,דלורית,100,גרם,אריזה,100,1
2,רטטוי,Ratatouille,tbd,1,מתכון,18,31,זוקיני,1,יחידה,יחידה,1,1
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,2,ירקות,237,31,זוקיני,1,יחידה,יחידה,1,1
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,3,סלט,628,31,זוקיני,1,יחידה,יחידה,1,1
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,130,32,זית ניסואז,5,יחידה,צנצנת,200,0.025
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,2,ירקות,241,33,זית שחור,5,יחידה,צנצנת,200,0.025
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,3,סלט,624,33,זית שחור,5,יחידה,צנצנת,200,0.025
18,פילה דניס עם ירקות בסגנון בויאבז,,tbd,1,רוטב,232,34,זעפרן,1,קורט,אריזה,50,0.02
13,סלט מג׳דרה,,tbd,1,מתכון,159,35,זרעי כמון,1,כפית,אריזה,40,0.025
20,שרימפס פריך ברוטב גריביש,,tbd,3,מיונז,264,36,חומץ,1,כף,בקבוק,750,0.001333333333
42,בצק עלים,,tbd,1,דטרומפ,589,36,חומץ,1,כף,בקבוק,750,0.001333333333
8,ביצים בנוסח פלורנטין,,tbd,1,מתכון,88,36,חומץ,50,גרם,בקבוק,750,0.06666666667
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,1,מתכון,102,36,חומץ,80,גרם,בקבוק,750,0.1066666667
9,"ביצה עלומה, האש בראון ובייקון בקרמל",,tbd,5,הגשה,118,39,חומץ בלסמי,1,כף,בקבוק,500,0.002
11,סלט ניסואז,Salade Nicoise,tbd,1,מתכון,135,37,חומץ בן יין לבן,2,כף,בקבוק,500,0.004
24,פילה בקר בחוט,,tbd,2,רוטב ברנייז Bearnaise,343,37,חומץ בן יין לבן,40,גרם,בקבוק,500,0.08
45,"טארט עגבניות, זיתים ודג כבוש",,tbd,2,אסקבש escabeche,622,37,חומץ בן יין לבן,100,גרם,בקבוק,500,0.2
29,עוף קונג פאו,,tbd,1,רוטב,419,147,חומץ שחור,2,כף,בקבוק,100,0.02
12,סלט ירוק עם ויניגרט עשבים,,tbd,2,רוטב,147,38,חומץ שרי,4,כף,בקבוק,500,0.008
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,2,צ׳אטני,681,177,חומץ תפוחים,50,גרם,בקבוק,500,0.1
49,חזה אווז וכבד עם כרוב סגול,,tbd,1,מתכון,688,178,חזה אווז,1,יחידה,יחידה,1,1
5,"מרק קוקוס, גלנגל ועוף",Tom Ka Gai,tbd,1,מתכון,56,40,חזה עוף,70,גרם,במשקל,70,1
48,טרין כבד אווז ועוף עם צ׳אטני תפוחים,,tbd,1,מתכון,675,40,חזה עוף,200,גרם,במשקל,500,0.4
29,עוף קונג פאו,,tbd,1,מתכון,413,40,חזה עוף,500,גרם,במשקל,500,1
21,ספרינג רול ויאטנמי,,tbd,2,מלית,275,41,חזה עוף טחון,300,גרם,במשקל,300,1
4,מרק קרם שורשים,,tbd,1,מתכון,51,42,חלב,0.4,ליטר,בקבוק,1,0.4
10,קרם קרמל,,tbd,1,מתכון,121,42,חלב,0.5,ליטר,בקבוק,1,0.5
37,בצק רבוך,,tbd,1,מתכון,524,42,חלב,60,גרם,בקבוק,1000,0.06
40,ביף בורגיניון,,tbd,3,פירה,567,42,חלב,100,גרם,בקבוק,1000,0.1
46,ביף וולינגטון,,tbd,3,קרפ,641,42,חלב,150,גרם,בקבוק,1000,0.15
8,ביצים בנוסח פלורנטין,,tbd,2,בורנאי: בשמל + פרמז׳ן,93,42,חלב,250,גרם,בקבוק,1000,0.25
17,קרם ברולה,Creme Brulee,tbd,1,מתכון,220,42,חלב,250,גרם,בקבוק,1000,0.25
38,פחזניות עם קרם דיפלומט,,tbd,2,קרם דיפלומט,532,42,חלב,250,גרם,בקבוק,1000,0.25
41,סופלה פרלינה עם רוטב קרמל מלוח,,tbd,1,מתכון,577,42,חלב,300,גרם,בקבוק,1000,0.3
47,ואשראן,,tbd,1,מרנג,661,42,חלבון,200,גרם,בקבוק,1000,0.2
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,2,הגשה,550,45,חמאה,1,גרם,אריזה,200,0.005
14,קיש לוריין,Quiche Lorraine,tbd,3,מלית,182,45,חמאה,10,גרם,אריזה,200,0.05
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,1,מתכון,366,45,חמאה,10,גרם,אריזה,200,0.05
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,3,תפוח אדמה בפרסיאד,382,45,חמאה,10,גרם,אריזה,200,0.05
31,ריזוטו לבן עם פטריות,,tbd,2,פטריות,448,45,חמאה,10,גרם,אריזה,200,0.05
40,ביף בורגיניון,,tbd,4,תוספות,574,45,חמאה,10,גרם,אריזה,200,0.05
46,ביף וולינגטון,,tbd,3,קרפ,643,45,חמאה,10,גרם,אריזה,200,0.05
8,ביצים בנוסח פלורנטין,,tbd,2,בורנאי: בשמל + פרמז׳ן,94,45,חמאה,15,גרם,אריזה,200,0.075
8,ביצים בנוסח פלורנטין,,tbd,1,מתכון,90,45,חמאה,20,גרם,אריזה,200,0.1
26,"אנטריקוט צלוי, רוטב פלפל ותפוחי אדמה",,tbd,2,רוטב,379,45,חמאה,20,גרם,אריזה,200,0.1
31,ריזוטו לבן עם פטריות,,tbd,1,ריזוטו,438,45,חמאה,20,גרם,אריזה,200,0.1
35,כרבולות תרנגול בתפו״א ומנטה,,tbd,3,מלית,506,45,חמאה,20,גרם,אריזה,200,0.1
39,ניוקי פריזאי עם ירקות ירוקים,,tbd,1,מתכון,541,45,חמאה,20,גרם,אריזה,200,0.1
41,סופלה פרלינה עם רוטב קרמל מלוח,,tbd,1,מתכון,581,45,חמאה,20,גרם,אריזה,200,0.1
46,ביף וולינגטון,,tbd,2,דוקסל,635,45,חמאה,25,גרם,אריזה,200,0.125
46,ביף וולינגטון,,tbd,4,רוטב,660,45,חמאה,30,גרם,אריזה,200,0.15
34,טורטליני דלעת צלויה בחמאת מרווה,,tbd,3,רוטב,489,45,חמאה,40,גרם,אריזה,200,0.2
